# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 242:         4.921       53.241      10.80  VLIELAND
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# VVN      = Minimum opgetreden zicht; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Uurvak waarin VVX is gemeten; 
# 
# STN,YYYYMMDD,  VVN, VVXH
# 
  242,20011020,   34,   14
  242,20011021,   24,   15
  242,20011022,   13,   19
  242,20011023,   20,   11
  242,20011024,   38,   12
  242,20011025,   22,   14
  242,20011026,   40,   22
  242,20011027,   56,   19
  242,20011028,   65,   11
  242,20011029,   48,    1
  242,20011030,   46,   16
  242,20011031,   56,    8
  242,20011101,   59,    6
  242,20011102,   60,    9
  242,20011103,   60,   11
  242,20011104,   58,    3
  242,20011105,   57,    6
  242,20011106,   50,    6
  242,20011107,   57,   12
  242,20011108,   17,    4
  242,20011109,   65,    8
  242,20011110,   59,   12
  242,20011111,   38,    2
  242,20011112,   17,   22
  242,20011113,     ,     
  242,20011114,     ,     
  242,20011115,     ,     
  242,20011116,   43,   22
  242,20011117,   47,   18
  242,20011118,   32,    2
  242,20011119,   50,   15
  242,20011120,   58,    6
  242,20011121,   34,    4
  242,20011122,   40,   23
  242,20011123,   58,   13
  242,20011124,    9,    2
  242,20011125,    4,   23
  242,20011126,   70,   10
  242,20011127,   29,   22
  242,20011128,   60,    2
  242,20011129,    1,    5
  242,20011130,    2,   24
  242,20011201,    9,   24
  242,20011202,   50,   11
  242,20011203,    2,   13
  242,20011204,   18,   18
  242,20011205,   13,    6
  242,20011206,   62,   15
  242,20011207,   50,   12
  242,20011208,    2,   12
  242,20011209,    0,   11
  242,20011210,    4,   16
  242,20011211,   58,   24
  242,20011212,    1,    2
  242,20011213,   50,   20
  242,20011214,   62,    1
  242,20011215,   80,    1
  242,20011216,    1,   21
  242,20011217,   75,    1
  242,20011218,   62,    1
  242,20011219,   50,   23
  242,20011220,   40,   12
  242,20011221,   45,   17
  242,20011222,     ,     
  242,20011223,     ,     
  242,20011224,     ,     
  242,20011225,     ,     
  242,20011226,     ,     
  242,20011227,     ,     
  242,20011228,     ,     
  242,20011229,     ,     
  242,20011230,     ,     
  242,20011231,     ,     
  242,20020101,     ,     
  242,20020102,     ,     
  242,20020103,    4,   22
  242,20020104,   75,    1
  242,20020105,    1,    1
  242,20020106,    2,   21
  242,20020107,   58,   20
  242,20020108,   50,    1
  242,20020109,    1,    4
  242,20020110,   15,   13
  242,20020111,    2,   13
  242,20020112,    3,   17
  242,20020113,   23,   11
  242,20020114,    0,    1
  242,20020115,    0,   22
  242,20020116,   22,    6
  242,20020117,    3,   15
  242,20020118,   33,    6
  242,20020119,   25,   21
  242,20020120,   14,    3
  242,20020121,   18,   24
  242,20020122,   40,    6
  242,20020123,   42,   23
  242,20020124,   28,    1
  242,20020125,   23,   15
  242,20020126,   22,    7
  242,20020127,   13,   20
  242,20020128,   30,   10
  242,20020129,   14,    6
  242,20020130,    1,   15
  242,20020131,   26,    6
  242,20020201,   18,   15
  242,20020202,   67,   13
  242,20020203,   65,   21
  242,20020204,   36,    1
  242,20020205,   46,   10
  242,20020206,   56,    6
  242,20020207,   25,    6
  242,20020208,    5,    6
  242,20020209,   50,   18
  242,20020210,   47,   17
  242,20020211,   16,   18
  242,20020212,   50,    6
  242,20020213,   50,   24
  242,20020214,   73,   20
  242,20020215,   64,    1
  242,20020216,    4,   12
  242,20020217,   44,   12
  242,20020218,   11,   10
  242,20020219,   21,   14
  242,20020220,   30,    6
  242,20020221,   29,   10
  242,20020222,   13,   18
  242,20020223,    8,   24
  242,20020224,   42,   14
  242,20020225,   14,    3
  242,20020226,   31,   15
  242,20020227,   59,    6
  242,20020228,   50,   13
  242,20020301,   60,   24
  242,20020302,   60,    1
  242,20020303,    9,    1
  242,20020304,   15,   17
  242,20020305,   40,   22
  242,20020306,   38,    6
  242,20020307,   47,    6
  242,20020308,   38,   20
  242,20020309,   32,   15
  242,20020310,   58,    9
  242,20020311,   57,   16
  242,20020312,   24,   21
  242,20020313,   68,    1
  242,20020314,   67,   10
  242,20020315,   57,    1
  242,20020316,   27,   16
  242,20020317,    2,   18
  242,20020318,    0,   18
  242,20020319,   32,   10
  242,20020320,   20,   15
  242,20020321,   35,   24
  242,20020322,   34,    9
  242,20020323,   65,   13
  242,20020324,   69,   13
  242,20020325,   66,   22
  242,20020326,   27,    3
  242,20020327,   14,   12
  242,20020328,   18,   22
  242,20020329,   39,   17
  242,20020330,   17,   15
  242,20020331,   27,   14
  242,20020401,   25,   14
  242,20020402,   48,   15
  242,20020403,   58,   12
  242,20020404,   60,   24
  242,20020405,   61,    4
  242,20020406,   74,    5
  242,20020407,   56,    4
  242,20020408,   34,   17
  242,20020409,   34,   24
  242,20020410,   59,    4
  242,20020411,   24,    1
  242,20020412,   21,   20
  242,20020413,   57,    3
  242,20020414,   17,    4
  242,20020415,   12,    4
  242,20020416,   20,   17
  242,20020417,   18,   17
  242,20020418,    2,   15
  242,20020419,    0,   13
  242,20020420,   12,   10
  242,20020421,    0,   18
  242,20020422,   17,   16
  242,20020423,   36,    9
  242,20020424,   21,   14
  242,20020425,    0,   23
  242,20020426,   37,   11
  242,20020427,   59,   20
  242,20020428,   34,   22
  242,20020429,    7,    1
  242,20020430,   49,    8
  242,20020501,   37,   18
  242,20020502,   20,    3
  242,20020503,   64,    8
  242,20020504,   61,    4
  242,20020505,    8,    1
  242,20020506,   13,    9
  242,20020507,    2,   12
  242,20020508,    1,   13
  242,20020509,    1,   17
  242,20020510,    3,    9
  242,20020511,    2,   18
  242,20020512,   58,   14
  242,20020513,   56,   16
  242,20020514,   57,    3
  242,20020515,   62,   15
  242,20020516,   35,   11
  242,20020517,    6,   14
  242,20020518,   32,    1
  242,20020519,   58,   14
  242,20020520,   31,    2
  242,20020521,   58,   23
  242,20020522,   45,    1
  242,20020523,   60,    9
  242,20020524,   46,   11
  242,20020525,   58,   22
  242,20020526,   66,   13
  242,20020527,   56,    1
  242,20020528,   22,   18
  242,20020529,   56,   18
  242,20020530,   64,    5
  242,20020531,   62,   21
  242,20020601,   80,    6
  242,20020602,   80,   10
  242,20020603,   18,    1
  242,20020604,   35,   13
  242,20020605,   28,   15
  242,20020606,   20,   15
  242,20020607,   56,    2
  242,20020608,   56,   18
  242,20020609,   50,   10
  242,20020610,   47,   24
  242,20020611,   67,    5
  242,20020612,   35,   19
  242,20020613,   57,    2
  242,20020614,   42,   11
  242,20020615,   41,   10
  242,20020616,   48,    8
  242,20020617,   50,   17
  242,20020618,   24,   19
  242,20020619,   62,   11
  242,20020620,   25,    1
  242,20020621,   61,    9
  242,20020622,   58,    2
  242,20020623,   62,   16
  242,20020624,   69,   18
  242,20020625,   70,   15
  242,20020626,   56,   23
  242,20020627,   50,    9
  242,20020628,   23,    6
  242,20020629,   40,   19
  242,20020630,   15,    1
  242,20020701,   10,   24
  242,20020702,   60,    5
  242,20020703,   35,   21
  242,20020704,   37,   11
  242,20020705,   22,    6
  242,20020706,   57,   11
  242,20020707,   44,    1
  242,20020708,   50,   12
  242,20020709,   21,    1
  242,20020710,   63,   11
  242,20020711,   66,   14
  242,20020712,   20,   11
  242,20020713,   56,   16
  242,20020714,   50,   15
  242,20020715,    6,   16
  242,20020716,   62,   18
  242,20020717,   65,   14
  242,20020718,   56,    5
  242,20020719,   41,    5
  242,20020720,   25,    2
  242,20020721,    6,   13
  242,20020722,   50,    8
  242,20020723,   28,    8
  242,20020724,   50,   13
  242,20020725,   24,    5
  242,20020726,   36,   18
  242,20020727,    4,   12
  242,20020728,   20,   15
  242,20020729,    9,   18
  242,20020730,   24,   23
  242,20020731,    1,    7
  242,20020801,    0,   20
  242,20020802,   61,   11
  242,20020803,   19,    9
  242,20020804,   12,   18
  242,20020805,    3,   19
  242,20020806,   58,   11
  242,20020807,   30,   15
  242,20020808,    3,   12
  242,20020809,   20,   21
  242,20020810,   57,   11
  242,20020811,   21,   17
  242,20020812,   58,   16
  242,20020813,   63,    6
  242,20020814,   59,    8
  242,20020815,   33,   15
  242,20020816,   33,   12
  242,20020817,   58,   12
  242,20020818,   58,   16
  242,20020819,   39,    3
  242,20020820,   12,   14
  242,20020821,   46,   11
  242,20020822,   58,   13
  242,20020823,   63,    6
  242,20020824,   64,   10
  242,20020825,   57,    5
  242,20020826,   27,    7
  242,20020827,   40,    5
  242,20020828,   32,   11
  242,20020829,   56,   12
  242,20020830,   57,   19
  242,20020831,   56,    3
  242,20020901,   59,    8
  242,20020902,   57,    8
  242,20020903,   60,   11
  242,20020904,   58,   12
  242,20020905,   42,    2
  242,20020906,   30,    6
  242,20020907,   32,   19
  242,20020908,   30,   15
  242,20020909,   34,   23
  242,20020910,   65,    1
  242,20020911,    3,    1
  242,20020912,   62,    9
  242,20020913,   42,   10
  242,20020914,   47,   19
  242,20020915,   30,    8
  242,20020916,   61,   16
  242,20020917,   56,   10
  242,20020918,   56,   13
  242,20020919,   57,    5
  242,20020920,   60,    2
  242,20020921,   43,   14
  242,20020922,   42,    2
  242,20020923,   65,   21
  242,20020924,   40,    1
  242,20020925,   61,    5
  242,20020926,   45,   15
  242,20020927,   31,    5
  242,20020928,   58,   23
  242,20020929,   50,    1
  242,20020930,   50,   14
  242,20021001,   20,    5
  242,20021002,    5,   12
  242,20021003,    9,   16
  242,20021004,   60,   23
  242,20021005,   24,    1
  242,20021006,   58,   22
  242,20021007,   46,   13
  242,20021008,   62,   10
  242,20021009,   57,   12
  242,20021010,   63,    5
  242,20021011,   64,   18
  242,20021012,   60,    1
  242,20021013,   28,    3
  242,20021014,   25,   19
  242,20021015,   17,   15
  242,20021016,   19,    4
  242,20021017,   50,   13
  242,20021018,   35,    9
  242,20021019,   35,    2
  242,20021020,   19,   15
  242,20021021,    5,    5
  242,20021022,    8,   12
  242,20021023,   29,   12
  242,20021024,   21,    9
  242,20021025,   20,    2
  242,20021026,   26,   22
  242,20021027,   22,    6
  242,20021028,   56,   13
  242,20021029,   56,   18
  242,20021030,    4,   13
  242,20021031,   20,   15
  242,20021101,    0,    1
  242,20021102,   15,   10
  242,20021103,   14,   10
  242,20021104,   39,    4
  242,20021105,   32,   19
  242,20021106,   24,   23
  242,20021107,   60,   16
  242,20021108,   30,    2
  242,20021109,   49,    2
  242,20021110,    7,    3
  242,20021111,   44,    6
  242,20021112,   28,   15
  242,20021113,   17,   20
  242,20021114,   57,   12
  242,20021115,    1,    1
  242,20021116,    0,   23
  242,20021117,   14,   15
  242,20021118,    0,   14
  242,20021119,    1,   14
  242,20021120,   17,    9
  242,20021121,   24,   24
  242,20021122,   35,    1
  242,20021123,   56,   12
  242,20021124,    8,   12
  242,20021125,   13,   23
  242,20021126,   24,   11
  242,20021127,    1,   18
  242,20021128,    8,    2
  242,20021129,    2,   18
  242,20021130,    3,   18
  242,20021201,    8,   21
  242,20021202,   45,    6
  242,20021203,    6,   19
  242,20021204,    1,   20
  242,20021205,    5,   23
  242,20021206,   40,   21
  242,20021207,   64,   15
  242,20021208,   60,   16
  242,20021209,   58,    1
  242,20021210,   58,   18
  242,20021211,   58,    6
  242,20021212,   37,   13
  242,20021213,   30,    1
  242,20021214,    4,    4
  242,20021215,   12,    8
  242,20021216,   10,   22
  242,20021217,   50,   24
  242,20021218,   28,    5
  242,20021219,    1,    4
  242,20021220,    1,    5
  242,20021221,    1,   24
  242,20021222,    8,    1
  242,20021223,    4,    1
  242,20021224,    0,    1
  242,20021225,    0,   22
  242,20021226,    0,   18
  242,20021227,    1,   14
  242,20021228,    1,   19
  242,20021229,    2,   17
  242,20021230,   10,   18
  242,20021231,   76,    9
  242,20030101,    4,    1
  242,20030102,    1,   24
  242,20030103,   58,   23
  242,20030104,   80,   10
  242,20030105,   48,    1
  242,20030106,   45,    8
  242,20030107,   70,   23
  242,20030108,   60,   24
  242,20030109,   70,    3
  242,20030110,   56,   12
  242,20030111,   57,    2
  242,20030112,   30,    5
  242,20030113,   17,   12
  242,20030114,   50,   12
  242,20030115,   32,    5
  242,20030116,   50,    7
  242,20030117,   25,   13
  242,20030118,   24,   11
  242,20030119,   38,   14
  242,20030120,   50,    7
  242,20030121,   42,    2
  242,20030122,   20,   15
  242,20030123,   42,   20
  242,20030124,   50,   12
  242,20030125,   20,    1
  242,20030126,    9,   12
  242,20030127,   15,    6
  242,20030128,   50,   15
  242,20030129,   39,   13
  242,20030130,   35,    6
  242,20030131,   56,   12
  242,20030201,    9,    1
  242,20030202,   50,    8
  242,20030203,   19,    6
  242,20030204,   57,   13
  242,20030205,   30,    6
  242,20030206,   57,   13
  242,20030207,    1,    1
  242,20030208,    5,   12
  242,20030209,    4,   22
  242,20030210,   45,   14
  242,20030211,    1,    1
  242,20030212,    1,   22
  242,20030213,   22,   21
  242,20030214,   50,   15
  242,20030215,   33,    4
  242,20030216,   68,   24
  242,20030217,   60,    1
  242,20030218,   30,    1
  242,20030219,   30,   14
  242,20030220,   14,   17
  242,20030221,   11,   10
  242,20030222,   10,    2
  242,20030223,   23,   12
  242,20030224,     ,     
  242,20030225,     ,     
  242,20030226,     ,     
  242,20030227,     ,     
  242,20030228,     ,     
  242,20030301,   23,   14
  242,20030302,    0,   22
  242,20030303,     ,     
  242,20030304,     ,     
  242,20030305,    6,   24
  242,20030306,   16,    9
  242,20030307,    1,   22
  242,20030308,   40,    6
  242,20030309,   50,   24
  242,20030310,   47,    1
  242,20030311,   56,    3
  242,20030312,   50,    3
  242,20030313,   50,    9
  242,20030314,   50,   11
  242,20030315,   42,   10
  242,20030316,   10,   11
  242,20030317,    9,   15
  242,20030318,     ,     
  242,20030319,     ,     
  242,20030320,   58,    1
  242,20030321,   56,   24
  242,20030322,     ,     
  242,20030323,     ,     
  242,20030324,     ,     
  242,20030325,    0,   11
  242,20030326,    0,   15
  242,20030327,    7,   15
  242,20030328,    0,   15
  242,20030329,    0,    9
  242,20030330,    1,   22
  242,20030331,   61,    1
  242,20030401,   33,   22
  242,20030402,   56,   23
  242,20030403,   65,    1
  242,20030404,   27,   14
  242,20030405,   59,   21
  242,20030406,   82,    1
  242,20030407,   75,    1
  242,20030408,   60,    1
  242,20030409,   65,    8
  242,20030410,   17,    1
  242,20030411,   75,   13
  242,20030412,   50,    6
  242,20030413,   26,   24
  242,20030414,   58,   22
  242,20030415,   59,    1
  242,20030416,   60,    2
  242,20030417,   57,    4
  242,20030418,   40,   12
  242,20030419,   64,    1
  242,20030420,   65,    8
  242,20030421,   44,   13
  242,20030422,   12,    3
  242,20030423,    0,   24
  242,20030424,    1,   21
  242,20030425,   24,   21
  242,20030426,    0,   21
  242,20030427,   58,    1
  242,20030428,   56,   21
  242,20030429,   62,   19
  242,20030430,   21,    1
  242,20030501,   60,   14
  242,20030502,   60,   13
  242,20030503,   49,   15
  242,20030504,   75,   14
  242,20030505,   47,    1
  242,20030506,   59,   17
  242,20030507,   67,    1
  242,20030508,   58,    1
  242,20030509,   70,   12
  242,20030510,   77,   11
  242,20030511,   70,    8
  242,20030512,   56,   14
  242,20030513,   62,   15
  242,20030514,   65,   22
  242,20030515,   75,    1
  242,20030516,   65,   13
  242,20030517,   19,   11
  242,20030518,   62,   19
  242,20030519,   60,    1
  242,20030520,   56,   22
  242,20030521,   60,   11
  242,20030522,   15,    3
  242,20030523,   25,   16
  242,20030524,   44,   15
  242,20030525,   50,   13
  242,20030526,   10,   18
  242,20030527,   42,   11
  242,20030528,   60,   15
  242,20030529,   23,   10
  242,20030530,   61,   15
  242,20030531,   57,    7
  242,20030601,   60,   11
  242,20030602,   27,   22
  242,20030603,   21,    9
  242,20030604,    0,   18
  242,20030605,    4,   14
  242,20030606,   70,   18
  242,20030607,   62,    9
  242,20030608,   23,   22
  242,20030609,   67,    1
  242,20030610,   59,   17
  242,20030611,   56,   19
  242,20030612,   59,   17
  242,20030613,   69,   16
  242,20030614,   75,   13
  242,20030615,   72,   11
  242,20030616,   64,    1
  242,20030617,   21,    2
  242,20030618,   40,   15
  242,20030619,   57,   23
  242,20030620,   61,   18
  242,20030621,   70,    2
  242,20030622,   62,   11
  242,20030623,   30,   19
  242,20030624,   70,   18
  242,20030625,   75,    1
  242,20030626,   64,    1
  242,20030627,   36,    5
  242,20030628,   35,   24
  242,20030629,   65,   10
  242,20030630,   21,   10
  242,20030701,   30,   22
  242,20030702,   41,    2
  242,20030703,   56,   18
  242,20030704,   43,    1
  242,20030705,   56,   19
  242,20030706,   59,    5
  242,20030707,   58,    2
  242,20030708,   44,    8
  242,20030709,   50,    9
  242,20030710,   22,   10
  242,20030711,   57,   10
  242,20030712,   62,    2
  242,20030713,   65,   13
  242,20030714,   61,   19
  242,20030715,   65,    4
  242,20030716,   30,   19
  242,20030717,   37,   23
  242,20030718,   46,   17
  242,20030719,   61,   12
  242,20030720,   61,    1
  242,20030721,   63,   19
  242,20030722,   62,   16
  242,20030723,   62,   13
  242,20030724,   60,    5
  242,20030725,   49,   20
  242,20030726,   72,   12
  242,20030727,   10,   15
  242,20030728,   65,    1
  242,20030729,   68,   10
  242,20030730,   56,   15
  242,20030731,   56,    8
  242,20030801,   26,    9
  242,20030802,   65,   15
  242,20030803,   63,   12
  242,20030804,   62,   17
  242,20030805,   62,   17
  242,20030806,   64,    1
  242,20030807,   57,   16
  242,20030808,   60,    1
  242,20030809,    0,    7
  242,20030810,    2,   14
  242,20030811,    2,   12
  242,20030812,   15,   17
  242,20030813,   58,   18
  242,20030814,   61,    1
  242,20030815,   66,   21
  242,20030816,   80,   14
  242,20030817,   75,    8
  242,20030818,   57,    1
  242,20030819,   57,   13
  242,20030820,   75,   13
  242,20030821,   62,    1
  242,20030822,   56,   15
  242,20030823,   72,    8
  242,20030824,   76,   10
  242,20030825,   75,    1
  242,20030826,   32,   19
  242,20030827,   65,    1
  242,20030828,   65,    1
  242,20030829,   56,   11
  242,20030830,   59,   11
  242,20030831,   75,   13
  242,20030901,   57,    1
  242,20030902,   70,    1
  242,20030903,   75,   18
  242,20030904,   61,    7
  242,20030905,   60,   13
  242,20030906,   60,    1
  242,20030907,   66,    7
  242,20030908,   32,    9
  242,20030909,   70,    8
  242,20030910,   50,   17
  242,20030911,   58,    1
  242,20030912,   65,    3
  242,20030913,   75,   10
  242,20030914,   70,   10
  242,20030915,   31,    1
  242,20030916,   45,   17
  242,20030917,    0,   11
  242,20030918,   31,   16
  242,20030919,   40,   17
  242,20030920,    5,   14
  242,20030921,   20,   10
  242,20030922,   40,   22
  242,20030923,   60,    9
  242,20030924,   70,   11
  242,20030925,   70,    8
  242,20030926,   61,    1
  242,20030927,   75,    9
  242,20030928,   60,    7
  242,20030929,   56,   14
  242,20030930,   59,    1
  242,20031001,   39,   12
  242,20031002,   29,    9
  242,20031003,   14,   23
  242,20031004,   47,    3
  242,20031005,   77,   10
  242,20031006,   50,    1
  242,20031007,   21,    4
  242,20031008,   20,   20
  242,20031009,   39,   23
  242,20031010,   57,   23
  242,20031011,   71,    1
  242,20031012,   75,    8
  242,20031013,   70,    1
  242,20031014,   70,    1
  242,20031015,   65,    1
  242,20031016,   65,    9
  242,20031017,   65,    2
  242,20031018,   50,   14
  242,20031019,   56,   13
  242,20031020,   59,    1
  242,20031021,   65,    7
  242,20031022,   58,    1
  242,20031023,   65,    8
  242,20031024,   56,    7
  242,20031025,   43,    6
  242,20031026,   39,    2
  242,20031027,   65,    6
  242,20031028,   56,    1
  242,20031029,   22,   21
  242,20031030,   14,   14
  242,20031031,   11,    4
  242,20031101,    6,   13
  242,20031102,   16,   11
  242,20031103,   24,    3
  242,20031104,   50,   13
  242,20031105,    5,   23
  242,20031106,   58,    1
  242,20031107,   48,   14
  242,20031108,   60,   13
  242,20031109,   48,   14
  242,20031110,    3,    2
  242,20031111,    2,   16
  242,20031112,   13,   12
  242,20031113,    2,    6
  242,20031114,    8,   23
  242,20031115,   56,    6
  242,20031116,   38,   22
  242,20031117,   12,    4
  242,20031118,   28,   17
  242,20031119,   26,    3
  242,20031120,   14,   13
  242,20031121,    5,    2
  242,20031122,    6,   20
  242,20031123,   34,   13
  242,20031124,   30,   11
  242,20031125,   30,    5
  242,20031126,   26,   12
  242,20031127,   57,   12
  242,20031128,    2,    9
  242,20031129,    8,   21
  242,20031130,    1,   13
  242,20031201,    6,   20
  242,20031202,   38,    1
  242,20031203,   32,   24
  242,20031204,   65,    1
  242,20031205,   35,   12
  242,20031206,   58,   11
  242,20031207,   70,   12
  242,20031208,   68,    1
  242,20031209,   60,   16
  242,20031210,    1,    1
  242,20031211,    6,   22
  242,20031212,   22,    1
  242,20031213,   15,   23
  242,20031214,   40,   16
  242,20031215,   32,    6
  242,20031216,   59,   17
  242,20031217,   60,   15
  242,20031218,   58,    2
  242,20031219,   14,    1
  242,20031220,    5,   20
  242,20031221,   34,   19
  242,20031222,   74,    4
  242,20031223,    1,    1
  242,20031224,    2,   21
  242,20031225,   68,    2
  242,20031226,   50,   15
  242,20031227,   62,    6
  242,20031228,   40,   15
  242,20031229,   60,    2
  242,20031230,    1,    1
  242,20031231,    1,   13
  242,20040101,   25,    2
  242,20040102,   56,    6
  242,20040103,   15,   11
  242,20040104,   20,   11
  242,20040105,   10,    7
  242,20040106,    4,   21
  242,20040107,    2,    9
  242,20040108,   18,   22
  242,20040109,   57,   21
  242,20040110,    6,   15
  242,20040111,    6,   23
  242,20040112,   58,    2
  242,20040113,   24,    1
  242,20040114,   58,   24
  242,20040115,   41,    2
  242,20040116,   42,   23
  242,20040117,   50,   22
  242,20040118,   60,   10
  242,20040119,   24,    2
  242,20040120,   60,   13
  242,20040121,   70,   13
  242,20040122,   15,    1
  242,20040123,    4,   24
  242,20040124,   36,   11
  242,20040125,   57,   12
  242,20040126,    2,   20
  242,20040127,   30,   18
  242,20040128,   14,    1
  242,20040129,    7,    1
  242,20040130,   60,    4
  242,20040131,   29,    1
  242,20040201,   32,    3
  242,20040202,   23,    1
  242,20040203,   56,    3
  242,20040204,   20,   22
  242,20040205,    1,    1
  242,20040206,    4,    2
  242,20040207,   50,   21
  242,20040208,    9,   14
  242,20040209,   60,    1
  242,20040210,   15,    1
  242,20040211,     ,     
  242,20040212,     ,     
  242,20040213,   11,    3
  242,20040214,    2,   15
  242,20040215,    1,   18
  242,20040216,    1,   16
  242,20040217,   41,    4
  242,20040218,   49,   23
  242,20040219,   70,   13
  242,20040220,   75,    8
  242,20040221,   60,    1
  242,20040222,   64,   15
  242,20040223,   59,   14
  242,20040224,   41,    1
  242,20040225,   14,   15
  242,20040226,   59,    2
  242,20040227,   56,    1
  242,20040228,   15,   14
  242,20040229,   37,   14
  242,20040301,   65,    1
  242,20040302,   65,    1
  242,20040303,   28,    1
  242,20040304,   37,   24
  242,20040305,   58,   10
  242,20040306,   64,   16
  242,20040307,   59,   15
  242,20040308,   70,   24
  242,20040309,   60,    1
  242,20040310,   56,    1
  242,20040311,   30,   17
  242,20040312,   22,   14
  242,20040313,    5,   13
  242,20040314,   38,   13
  242,20040315,   50,   21
  242,20040316,    3,   20
  242,20040317,   42,   16
  242,20040318,   13,   21
  242,20040319,   20,   20
  242,20040320,   34,    1
  242,20040321,   38,   18
  242,20040322,   61,   12
  242,20040323,   69,    9
  242,20040324,   65,   13
  242,20040325,   60,   11
  242,20040326,   65,    3
  242,20040327,   57,   10
  242,20040328,   57,    1
  242,20040329,   26,   14
  242,20040330,   58,   15
  242,20040331,   40,   15
  242,20040401,   50,   15
  242,20040402,   20,    9
  242,20040403,   10,   20
  242,20040404,   50,   14
  242,20040405,   38,   23
  242,20040406,   60,    6
  242,20040407,   40,   11
  242,20040408,     ,     
  242,20040409,     ,     
  242,20040410,     ,     
  242,20040411,     ,     
  242,20040412,     ,     
  242,20040413,     ,     
  242,20040414,   21,   18
  242,20040415,   40,   21
  242,20040416,   25,   13
  242,20040417,   57,   24
  242,20040418,   69,    8
  242,20040419,   62,    1
  242,20040420,   37,   13
  242,20040421,   57,    1
  242,20040422,   30,   12
  242,20040423,   57,   10
  242,20040424,   70,   10
  242,20040425,   62,   13
  242,20040426,   58,    1
  242,20040427,   50,   15
  242,20040428,   57,   22
  242,20040429,   38,   14
  242,20040430,   59,    8
  242,20040501,   57,    2
  242,20040502,   38,   19
  242,20040503,   20,   13
  242,20040504,   56,    5
  242,20040505,   70,    9
  242,20040506,   50,   12
  242,20040507,    3,    2
  242,20040508,   39,    9
  242,20040509,    0,   13
  242,20040510,    0,   11
  242,20040511,   37,   23
  242,20040512,   70,    2
  242,20040513,   70,    7
  242,20040514,   65,   10
  242,20040515,   62,   10
  242,20040516,   65,   13
  242,20040517,   64,    7
  242,20040518,   58,   11
  242,20040519,   59,    1
  242,20040520,   67,   13
  242,20040521,   75,    7
  242,20040522,   61,    1
  242,20040523,   75,    6
  242,20040524,   70,    1
  242,20040525,   65,   18
  242,20040526,   75,   15
  242,20040527,   70,    2
  242,20040528,   70,   11
  242,20040529,   58,   10
  242,20040530,   37,    9
  242,20040531,   29,   12
  242,20040601,    4,   15
  242,20040602,   11,   16
  242,20040603,   12,   13
  242,20040604,   14,   13
  242,20040605,   38,   12
  242,20040606,   65,    7
  242,20040607,   20,   15
  242,20040608,   13,   22
  242,20040609,   45,   14
  242,20040610,   43,   10
  242,20040611,   60,   15
  242,20040612,   65,    1
  242,20040613,   64,   11
  242,20040614,   61,    2
  242,20040615,   60,   19
  242,20040616,   66,   10
  242,20040617,   58,    7
  242,20040618,   25,   11
  242,20040619,   26,   10
  242,20040620,   66,    6
  242,20040621,   70,   12
  242,20040622,   63,    6
  242,20040623,   13,   10
  242,20040624,   11,   15
  242,20040625,   60,   20
  242,20040626,   56,   13
  242,20040627,   27,    1
  242,20040628,   64,   13
  242,20040629,   61,    7
  242,20040630,   58,   15
  242,20040701,   65,   10
  242,20040702,   65,    9
  242,20040703,   66,   10
  242,20040704,   66,   12
  242,20040705,   70,   12
  242,20040706,   70,    8
  242,20040707,   56,   11
  242,20040708,   28,    9
  242,20040709,   50,   11
  242,20040710,   56,   13
  242,20040711,   38,    3
  242,20040712,   50,   14
  242,20040713,   60,   16
  242,20040714,   16,    1
  242,20040715,   12,    9
  242,20040716,   23,    8
  242,20040717,   28,   14
  242,20040718,   18,   10
  242,20040719,   33,   12
  242,20040720,   42,   17
  242,20040721,    3,   12
  242,20040722,    0,    9
  242,20040723,   33,   12
  242,20040724,   70,   12
  242,20040725,   28,    3
  242,20040726,   65,   11
  242,20040727,   65,   15
  242,20040728,   65,   11
  242,20040729,   65,   13
  242,20040730,   46,   15
  242,20040731,   23,   12
  242,20040801,   50,   13
  242,20040802,   20,    9
  242,20040803,   10,   18
  242,20040804,    3,   13
  242,20040805,    5,    8
  242,20040806,   20,   10
  242,20040807,    6,   24
  242,20040808,   75,   13
  242,20040809,   75,   10
  242,20040810,   65,    1
  242,20040811,   10,   15
  242,20040812,   34,   17
  242,20040813,    5,   13
  242,20040814,   61,    6
  242,20040815,   48,    8
  242,20040816,   26,   13
  242,20040817,   65,   16
